pre_flow,true_flow,src_ids,dst_ids
60.6,508.0,16,52
14.674392786552625,14.0,26,65
31.361444162687143,28.0,67,72
17.1,12.0,116,200
113.3,167.0,73,78
63.9,132.0,107,211
4058.7,7211.0,201,241
2050.1,2032.0,0,205
18.560353535353535,15.0,30,215
14.385714285714286,14.0,88,211
44.7,44.0,174,205
32.19166666666667,11.0,85,199
134.2,55.0,4,26
21.14011111111111,20.0,2,168
15.073373311276537,15.0,18,224
49.4,24.0,210,211
39.94,50.0,3,236
38.61482142857143,22.0,3,92
18.30944055944056,11.0,60,237
61.2,66.0,60,201
29.987903225806452,29.0,15,90
27.775,19.0,47,137
34.383107378633696,16.0,40,129
17.39325757575758,14.0,7,168
15.9,129.0,161,244
18.769925775978404,14.0,34,231
135.8,114.0,1,210
47.260000000000005,39.0,12,91
20.43210606060606,13.0,5,67
34.7,32.0,73,244
17.44828947368421,15.0,97,159
27.52857142857143,12.0,24,46
12.85,35.0,220,241
71.5,101.0,29,42
14.418459040959041,18.0,54,226
31.0,35.0,35,200
21.924967082467084,14.0,132,139
2327.9,2516.0,24,83
46.1,45.0,52,185
416.8,401.0,7,202
60.339999999999996,53.0,5,231
24.173924731182794,26.0,29,223
16.7,13.0,114,136
80.2,59.0,20,38
21.307149122807015,25.0,91,157
29.171212121212125,27.0,6,233
38.862213958810074,17.0,0,240
45.24523809523809,27.0,1,46
28.8,22.0,100,136
17.34349655404684,37.0,18,216
24.94814258133999,48.0,34,108
21.523507333908544,21.0,31,82
34.71666666666667,28.0,9,46
430.9,290.0,13,243
16.908445378151264,13.0,53,167
17.06048294510408,11.0,35,81
19.652134827538053,14.0,83,138
5599.8,6861.0,83,201
24.817216117216116,25.0,24,163
20.46540850667717,13.0,73,245
22.899646087036974,12.0,107,159
22.3,48.0,31,63
45.6,29.0,4,100
17.07644419306184,16.0,59,110
16.74103107344633,11.0,32,70
1587.2,1533.0,107,241
24.7,21.0,57,96
19.42413715316941,18.0,30,56
1473.3,1385.0,1,13
13.500337885088005,14.0,61,145
15.3,12.0,67,241
66.36,107.0,0,114
22.957692307692305,12.0,19,98
27.164722222222224,42.0,3,225
40.96720588235294,51.0,0,216
98.8,110.0,15,227
319.4,350.0,5,40
3203.0,3495.0,12,241
104.0,85.0,14,33
21.95346068660022,13.0,34,94
29.893684210526317,18.0,29,157
26.320187565688418,48.0,16,105
18.74484424414927,17.0,16,43
42.16666666666667,43.0,4,46
519.3,648.0,5,22
20.662702020202023,18.0,7,144
40.92,41.0,78,209
17.537704918032787,11.0,95,161
26.261764705882353,40.0,1,245
21.727632928475032,28.0,22,110
24.675403225806452,17.0,83,216
712.7,818.0,7,18
15.133524229756329,14.0,22,245
26.7,31.0,41,241
22.748544657097288,20.0,5,138
14.486363636363638,20.0,54,89
38.107347670250896,45.0,18,221
100.8,85.0,7,52
55.533333333333324,50.0,2,97
106.7,136.0,188,241
21.59845238095238,12.0,5,208
42.5,29.0,42,161
19.102944742595906,26.0,11,64
55.1,69.0,23,132
265.1,28.0,233,241
37.6,25.0,10,22
52.7,37.0,5,220
1015.5,1251.0,6,14
39.56666666666666,53.0,15,41
41.0,37.0,144,201
20.75676483663973,23.0,76,103
500.2,315.0,13,18
1247.3,982.0,13,132
215.3,228.0,5,211
20.621308851224107,17.0,35,48
20.217333333333336,22.0,201,206
227.6,126.0,50,205
76.2875,71.0,63,215
52.56666666666666,32.0,40,214
53.026666666666664,13.0,3,55
124.6,73.0,19,34
180.9,172.0,4,8
21.0,30.0,23,73
262.3,167.0,210,241
18.715384615384615,14.0,220,243
31.6,22.0,9,35
27.263888888888893,41.0,26,46
269.6,194.0,17,24
420.3,218.0,205,243
20.656001621329487,11.0,91,226
1399.1,1646.0,7,11
119.9,80.0,33,132
17.6,24.0,84,204
51.1,23.0,34,89
132.4,234.0,23,201
20.05990566037736,13.0,42,245
54.5,94.0,185,210
26.895664730006832,18.0,20,218
2847.8,3820.0,9,83
29.7,35.0,26,80
54.5,60.0,14,161
36.019999999999996,29.0,21,112
23.497130883301097,11.0,2,37
53.42770833333334,51.0,13,84
3133.4,2999.0,12,83
70.4,70.0,20,242
222.5,182.0,40,132
13.817803282244071,12.0,109,114
163.3,154.0,12,237
40.9,31.0,17,38
548.1,241.0,21,241
15.862400291662317,11.0,40,45
3846.6,3082.0,5,15
125.0,83.0,59,63
16.4046152057661,13.0,103,159
83.0,73.0,13,214
22.9125,26.0,32,146
22.045282629756457,12.0,32,125
44.6,23.0,54,132
113.1,50.0,94,201
52.261538461538464,21.0,19,38
32.9,15.0,49,230
18.93411418879656,19.0,20,245
100.6,149.0,39,83
51.6,67.0,15,110
128.8,88.0,38,132
94.3,48.0,22,243
27.4,32.0,45,185
28.75933554817276,29.0,15,137
33.625,21.0,40,59
105.1,57.0,18,210
18.1,27.0,130,185
57.175,66.0,5,110
24.135939989972247,26.0,53,216
3071.6,2974.0,1,2
46.5,86.0,8,19
45.88055555555556,28.0,200,218
140.0,104.0,63,214
95.4,84.0,34,40
15.329339965739516,12.0,80,230
72.56363636363636,46.0,7,118
18.9,22.0,97,185
59.7,69.0,96,211
22.922903525731392,13.0,80,236
1491.7,1693.0,9,24
23.97265037593985,18.0,50,54
19.507561771705433,12.0,108,226
16.989912280701752,18.0,8,118
17.053629351678133,14.0,13,224
36.8,26.0,232,241
35.8,32.0,21,33
110.8,172.0,0,39
39.38589244851259,49.0,24,114
30.624826926712917,21.0,132,233
182.1,153.0,5,77
47.08,41.0,24,31
14.726034798534801,12.0,92,226
533.8,581.0,2,30
139.8,117.0,24,38
155.3,199.0,8,22
143.3,206.0,243,244
640.5,687.0,11,49
22.38583197859514,11.0,205,226
1085.4,1255.0,1,49
166.1,113.0,205,242
43.089999999999996,27.0,12,35
25.5,48.0,30,209
60.2625,74.0,11,36
18.573604465709728,12.0,38,223
27.0,19.0,152,200
98.8,67.0,133,201
62.097058823529416,71.0,212,245
24.496969696969696,15.0,18,111
19.071190476190473,12.0,72,82
3510.4,3560.0,5,63
31.14407302038881,33.0,79,87
35.12,67.0,26,209
66.2,12.0,219,241
18.624065656565655,13.0,7,113
22.146236559139787,36.0,15,216
22.1,91.0,23,47
109.5,190.0,89,201
27.97909643704448,30.0,29,227
17.892903225806453,11.0,4,130
48.35,48.0,9,133
74.0,92.0,215,241
30.970000000000006,19.0,24,97
76.16153846153847,72.0,20,51
29.27060606060606,19.0,34,114
21.7,20.0,91,136
16.316666666666666,19.0,88,214
58.95,269.0,18,108
91.3,34.0,20,77
1316.6,1915.0,3,96
17.90628145671556,35.0,50,93
115.9,148.0,101,185
19.208001265022137,19.0,1,130
19.402380952380952,22.0,38,215
31.0,20.0,83,103
23.575,12.0,41,186
18.841135055870915,24.0,20,230
33.4,13.0,28,34
435.0,687.0,9,42
1110.2,1047.0,12,14
60.31666666666668,25.0,27,223
22.069902250428566,11.0,73,218
114.5,125.0,6,244
30.287001590141124,22.0,29,60
27.4,14.0,117,209
52.21666666666666,51.0,6,215
19.252723492723494,22.0,11,109
71.1,105.0,52,83
66.52000000000001,77.0,201,221
18.023152386335003,16.0,22,57
26.5994906323185,13.0,17,226
27.1,19.0,10,23
49.8,25.0,204,211
323.2,250.0,4,18
14.575,29.0,33,62
215.8,327.0,0,210
37.75,34.0,9,121
23.18903743315508,16.0,42,115
27.88571428571429,13.0,202,221
22.234595645899994,31.0,11,232
17.066666666666666,14.0,83,170
24.922532148702363,24.0,3,72
21.550776307624883,28.0,91,103
23.8,16.0,36,40
37.321666666666665,20.0,13,31
22.452777777777776,19.0,12,43
31.01970231100666,54.0,6,57
106.03333333333333,152.0,214,241
51.1,25.0,139,241
23.81969696969697,21.0,60,101
15.276984126984127,15.0,63,170
34.36894527573875,46.0,3,163
25.9,18.0,23,202
31.955119115144633,13.0,132,224
74.4,110.0,185,237
29.7,24.0,80,237
16.707905982905984,11.0,16,54
42.0,44.0,51,204
21.47416666666667,21.0,1,133
568.7,383.0,11,78
15.69731981981982,12.0,226,236
97.8,13.0,99,201
15.515384615384615,16.0,223,243
52.95,30.0,76,241
416.6,468.0,63,202
19.297888459058676,15.0,1,37
42.983333333333334,23.0,9,159
19.484983164983166,21.0,30,203
1747.0,2671.0,83,132
212.8,270.0,12,51
38.9,31.0,62,107
14.759619047619049,11.0,4,229
15.296798245614033,13.0,109,130
16.927393259077917,11.0,115,125
41.1,34.0,47,78
14.522801991481781,14.0,62,230
132.8,170.0,83,89
21.4562030075188,18.0,12,105
54.6,62.0,47,96
17.75873440285205,19.0,1,139
15.763453950444134,22.0,4,72
26.147222222222222,23.0,20,46
20.641666666666666,14.0,18,156
19.848733766233767,13.0,103,228
100.5,108.0,3,93
27.904373564288818,51.0,20,227
208.4,197.0,11,40
20.8,15.0,41,42
30.344609827736758,30.0,46,117
17.627932900432903,11.0,30,133
20.12489261989262,16.0,24,139
15.167103369603371,12.0,118,236
27.7,28.0,22,62
18.87971445221445,14.0,51,226
21.77313424947146,32.0,7,124
464.1,286.0,1,34
33.6,13.0,36,50
27.37170542635659,26.0,6,41
31.547222222222224,24.0,15,218
30.251739432181004,18.0,32,117
28.623219814241487,22.0,32,228
27.772727272727273,53.0,31,32
45.95,31.0,4,188
170.6,105.0,50,107
22.16147465437788,21.0,1,230
1116.5,854.0,14,24
24.008333333333333,20.0,46,214
13.050649350649348,14.0,41,101
33.83171879888877,57.0,36,108
19.427866892116935,14.0,27,54
117.9,131.0,13,101
85.7,137.0,22,40
55.6,77.0,49,244
19.48189393939394,15.0,7,95
52.5,47.0,11,221
27.48325452598823,23.0,105,153
357.6,319.0,5,29
1252.7,1302.0,15,49
17.68089442815249,16.0,80,223
31.2,18.0,22,112
25.15580357142857,25.0,59,221
18.712759270898808,15.0,27,85
47.1,52.0,15,35
49.7,124.0,39,107
897.9,1186.0,9,107
19.927866892116935,16.0,27,69
73.1,39.0,8,77
18.97533333333333,35.0,4,217
24.4,18.0,60,107
18.768218656326486,13.0,1,228
16.085551698394923,12.0,131,140
188.3,107.0,22,73
23.1,22.0,76,132
28.975692640692642,24.0,15,87
15.985283538396882,13.0,117,245
46.81333333333334,52.0,12,174
21.210022292158406,11.0,188,227
23.41220037272669,12.0,40,118
58.7,54.0,13,16
25.55,11.0,32,161
20.08024786238357,18.0,30,43
335.1,311.0,17,200
596.2,836.0,50,201
44.66290322580645,41.0,1,129
126.3,159.0,8,20
20.80876947847235,14.0,36,226
80.5,89.0,14,100
14.252380952380951,16.0,110,215
15.215644478472347,12.0,100,226
115.7,108.0,24,47
56.2,46.0,76,83
22.736752136752138,15.0,49,54
18.56666666666667,45.0,45,52
43.2,22.0,57,73
238.2,435.0,19,241
26.55,37.0,25,26
256.2,156.0,77,200
38.5,30.0,47,136
24.309451534354277,21.0,32,118
76.31666666666668,143.0,3,223
21.830000000000002,14.0,80,161
446.9,396.0,4,132
1459.8,1252.0,107,200
36.250305683708376,30.0,27,60
17.718604055492744,16.0,32,105
292.0,279.0,24,34
25.499702311006658,33.0,14,133
39.9,63.0,20,32
93.1,104.0,13,211
14.756838369963372,19.0,110,113
76.7,50.0,0,41
31.670855101182973,56.0,21,108
87.7,137.0,14,51
28.913636363636364,36.0,6,121
16.28313725490196,17.0,210,232
31.749275362318844,59.0,3,146
26.322877709288484,15.0,46,220
21.245565363598153,11.0,91,227
47.516666666666666,52.0,6,174
46.9,31.0,77,202
27.97638888888889,23.0,42,215
24.822222222222223,33.0,2,159
948.3,922.0,15,205
35.865250965250965,12.0,11,195
14.723076923076922,11.0,92,202
27.513981244671783,31.0,0,146
32.8,46.0,97,200
816.0,904.0,15,96
29.462662578966928,28.0,12,118
18.200802139037435,34.0,34,97
42.93,79.0,26,59
32.63333333333334,61.0,31,241
29.323333333333334,42.0,2,245
71.6,54.0,1,89
82.8,72.0,132,244
97.6,118.0,3,215
466.0,620.0,7,42
30.12766257896693,65.0,12,110
103.0,136.0,18,209
250.4,330.0,5,26
340.2,326.0,7,50
19.0364240410752,13.0,14,61
17.295534611952522,20.0,34,109
317.5,348.0,2,17
14.923076923076923,11.0,60,202
25.19738913541712,38.0,21,41
19.915691489361702,16.0,3,68
21.75888679787035,23.0,8,174
581.6,758.0,185,200
23.5,27.0,25,101
19.5,26.0,79,201
265.7,142.0,107,243
285.4,302.0,14,73
29.5,26.0,28,30
678.9,766.0,20,83
23.1,14.0,76,136
26.320098039215686,22.0,13,231
461.6,481.0,8,24
22.033333333333335,18.0,63,218
16.056328619958386,14.0,61,68
21.770606060606063,15.0,1,79
30.978435044852954,18.0,21,208
302.8,239.0,78,185
66.7,65.0,11,52
75.7,74.0,13,227
22.782694235588973,12.0,22,35
29.770901482544236,15.0,22,60
39.53333333333333,45.0,3,220
22.883757957728545,13.0,38,139
266.0,366.0,18,96
113.3,173.0,0,62
24.122222222222224,31.0,185,223
28.8,28.0,62,73
35.327954545454546,56.0,15,236
14.68603051445358,20.0,223,230
27.1,18.0,48,200
15.764285714285714,20.0,41,209
42.2,38.0,57,107
37.68,36.0,9,53
40.4,43.0,101,209
15.2,19.0,62,112
22.823045255183413,11.0,29,192
18.249184506531204,11.0,8,90
23.285714285714285,12.0,12,115
22.0,16.0,139,205
967.2,1215.0,12,49
17.8,17.0,61,83
26.80803564433999,33.0,11,57
22.0,71.0,31,83
20.617830687830686,17.0,9,61
740.2,982.0,2,20
21.285714285714285,13.0,38,221
15.940136787731706,16.0,36,53
18.509846747401134,15.0,6,138
19.6,13.0,140,237
13.331754926108374,12.0,88,146
29.835416666666667,18.0,14,159
28.4,24.0,21,211
18.50357807534403,11.0,161,220
54.96666666666666,76.0,0,121
19.4,18.0,41,185
15.4,15.0,69,214
24.809275025799796,16.0,96,129
16.039013496401203,14.0,22,41
274.9,94.0,4,34
105.1,174.0,20,42
98.9,122.0,29,73
139.4,384.0,83,211
1818.8,1841.0,5,132
28.939999999999998,59.0,32,36
14.759195402298849,24.0,50,199
19.71395833333333,14.0,32,218
22.13210606060606,24.0,3,67
30.54189723320158,34.0,11,103
16.913333333333334,16.0,9,131
76.7,81.0,6,52
15.529510373788295,11.0,227,231
3123.9,3542.0,1,3
22.492799765709982,37.0,185,228
19.227103825136613,14.0,89,227
18.6,17.0,110,205
13.92835382702404,21.0,1,217
18.246850861556744,17.0,64,186
14.486653489352728,11.0,41,138
18.371951566951566,26.0,63,144
17.001338349293206,20.0,1,137
37.429239766081864,23.0,58,186
18.93016533210956,12.0,40,109
26.7875,24.0,33,214
48.0,19.0,174,202
17.727130883301097,11.0,0,145
16.098732960874706,17.0,97,135
158.4,199.0,2,77
30.43333333333333,47.0,64,97
70.8,64.0,49,211
25.303289137962455,15.0,29,188
36.5,23.0,53,63
18.312829352421925,13.0,100,110
5381.3,8007.0,3,201
26.35,14.0,48,241
33.3,12.0,76,101
95.9,87.0,22,136
36.02666666666667,11.0,9,79
6141.9,4376.0,2,5
143.0,178.0,10,83
133.6,176.0,63,211
558.9,609.0,7,78
125.0,125.0,49,112
22.116666666666667,21.0,38,88
48.5,52.0,21,136
54.4,59.0,21,30
20.333333333333336,13.0,61,214
38.62,24.0,19,77
38.911118012422364,42.0,12,54
135.4,168.0,10,24
544.2,425.0,15,22
66.88,84.0,2,223
16.791071428571428,17.0,22,199
47.0114705882353,11.0,136,221
19.2806017666544,16.0,29,140
27.237728937728935,11.0,34,98
36.65222222222222,54.0,18,118
96.0,58.0,2,60
35.520971262999126,63.0,36,41
24.43,28.0,8,161
63.2,32.0,204,210
16.890965269086358,12.0,131,218
275.4,306.0,1,50
67.53999999999999,74.0,0,231
