pre_flow,true_flow,src_ids,dst_ids
17.0,16.0,223,243
51.36666666666667,30.0,76,241
517.3,468.0,63,202
17.933333333333334,15.0,1,37
30.88,23.0,9,159
20.71825396825397,21.0,30,203
1387.4,2671.0,83,132
186.03333333333333,270.0,12,51
39.1,31.0,62,107
19.537777777777777,11.0,4,229
17.317813346074214,13.0,109,130
19.47010582010582,11.0,115,125
60.666666666666664,34.0,47,78
13.902258533042845,14.0,62,230
122.06666666666666,170.0,83,89
25.433333333333334,18.0,12,105
78.76666666666667,62.0,47,96
19.133333333333333,19.0,1,139
18.44761904761905,22.0,4,72
25.233333333333334,23.0,20,46
19.903030303030302,14.0,18,156
17.229795679163605,13.0,103,228
97.13333333333334,108.0,3,93
45.55614035087719,51.0,20,227
195.56666666666666,197.0,11,40
20.0,15.0,41,42
25.116666666666667,30.0,46,117
18.241666666666667,11.0,30,133
21.672916666666666,16.0,24,139
19.032222222222224,12.0,118,236
32.196666666666665,28.0,22,62
19.9,14.0,51,226
22.9,32.0,7,124
405.4,286.0,1,34
33.93333333333333,13.0,36,50
41.7,26.0,6,41
33.89230769230769,24.0,15,218
26.15097001763668,18.0,32,117
25.583333333333332,22.0,32,228
24.133333333333333,53.0,31,32
31.833333333333332,31.0,4,188
136.46666666666667,105.0,50,107
31.133333333333333,21.0,1,230
1184.4333333333334,854.0,14,24
25.7,20.0,46,214
32.03589743589744,14.0,41,101
22.076858974358977,57.0,36,108
20.313333333333333,14.0,27,54
151.66666666666666,131.0,13,101
41.7,137.0,22,40
51.5,77.0,49,244
19.283333333333335,15.0,7,95
42.8,47.0,11,221
18.766666666666666,23.0,105,153
336.2,319.0,5,29
1243.8333333333333,1302.0,15,49
21.366666666666667,16.0,80,223
39.333333333333336,18.0,22,112
18.08050505050505,25.0,59,221
19.607407407407404,15.0,27,85
34.2,52.0,15,35
37.5,124.0,39,107
1134.0666666666666,1186.0,9,107
20.783719806763283,16.0,27,69
52.0,39.0,8,77
27.237777777777776,35.0,4,217
32.1,18.0,60,107
32.333333333333336,13.0,1,228
21.735897435897435,12.0,131,140
90.63333333333334,107.0,22,73
25.3,22.0,76,132
25.013333333333332,24.0,15,87
25.327147271952256,13.0,117,245
53.06666666666667,52.0,12,174
19.074358974358976,11.0,188,227
21.84423076923077,12.0,40,118
115.76666666666667,54.0,13,16
23.966666666666665,11.0,32,161
17.412721088435376,18.0,30,43
355.8,311.0,17,200
519.7666666666667,836.0,50,201
51.63333333333333,41.0,1,129
155.26666666666668,159.0,8,20
16.80030864197531,14.0,36,226
85.26666666666667,89.0,14,100
14.602283636636567,16.0,110,215
19.74337121212121,12.0,100,226
129.46666666666667,108.0,24,47
59.06666666666667,46.0,76,83
24.367390378884632,15.0,49,54
38.1,45.0,45,52
42.0,22.0,57,73
238.23333333333332,435.0,19,241
51.56666666666667,37.0,25,26
237.5,156.0,77,200
47.0,30.0,47,136
24.30837218337218,21.0,32,118
83.3,143.0,3,223
15.311904761904763,14.0,80,161
380.9,396.0,4,132
1248.9,1252.0,107,200
22.83055555555556,30.0,27,60
19.183194444444446,16.0,32,105
487.73333333333335,279.0,24,34
27.833333333333332,33.0,14,133
39.56666666666667,63.0,20,32
109.26666666666667,104.0,13,211
14.01856884057971,19.0,110,113
74.33333333333333,50.0,0,41
24.364167776667777,56.0,21,108
96.96666666666667,137.0,14,51
32.733333333333334,36.0,6,121
23.879259259259257,17.0,210,232
42.56666666666667,59.0,3,146
18.653333333333332,15.0,46,220
19.83049932523617,11.0,91,227
60.7,52.0,6,174
33.3,31.0,77,202
30.728186274509806,23.0,42,215
38.45897435897436,33.0,2,159
953.9666666666667,922.0,15,205
25.333333333333332,12.0,11,195
14.366666666666667,11.0,92,202
36.63333333333333,31.0,0,146
42.03333333333333,46.0,97,200
814.7666666666667,904.0,15,96
30.466666666666665,28.0,12,118
21.9,34.0,34,97
47.21428571428571,79.0,26,59
64.96666666666667,61.0,31,241
39.65833333333333,42.0,2,245
102.56666666666666,54.0,1,89
60.86666666666667,72.0,132,244
87.23333333333333,118.0,3,215
485.5,620.0,7,42
37.46666666666667,65.0,12,110
89.7,136.0,18,209
238.63333333333333,330.0,5,26
360.76666666666665,326.0,7,50
17.3,13.0,14,61
22.24232804232804,20.0,34,109
329.3,348.0,2,17
24.766666666666666,11.0,60,202
17.223333333333336,38.0,21,41
21.7,16.0,3,68
24.991666666666667,23.0,8,174
995.3333333333334,758.0,185,200
29.9,27.0,25,101
22.866666666666667,26.0,79,201
187.06666666666666,142.0,107,243
204.53333333333333,302.0,14,73
45.6,26.0,28,30
696.4,766.0,20,83
19.433333333333334,14.0,76,136
29.466666666666665,22.0,13,231
458.3333333333333,481.0,8,24
33.03333333333333,18.0,63,218
15.42878787878788,14.0,61,68
23.2,15.0,1,79
109.20938271604938,18.0,21,208
284.4,239.0,78,185
58.166666666666664,65.0,11,52
71.83333333333333,74.0,13,227
23.725,12.0,22,35
27.4,15.0,22,60
43.79230769230769,45.0,3,220
19.015555555555558,13.0,38,139
296.96666666666664,366.0,18,96
159.5,173.0,0,62
22.5,31.0,185,223
29.666666666666668,28.0,62,73
45.56666666666667,56.0,15,236
17.680478632478632,20.0,223,230
36.36666666666667,18.0,48,200
28.666666666666668,20.0,41,209
28.9,38.0,57,107
33.65,36.0,9,53
37.26231884057971,43.0,101,209
24.576190476190472,19.0,62,112
19.687222222222218,11.0,29,192
16.589285714285715,11.0,8,90
27.266666666666666,12.0,12,115
20.033333333333335,16.0,139,205
1075.5666666666666,1215.0,12,49
24.3,17.0,61,83
29.333333333333332,33.0,11,57
71.4,71.0,31,83
16.796296296296298,17.0,9,61
792.4333333333333,982.0,2,20
